-999 -999 -999    -5.67100    4.63000    4.99737 -999.00000 -999.00000
-999 -999 -999    -2.71700    4.57000    4.90384 -999.00000 -999.00000
-999 -999 -999    -2.01700    4.45000    4.82951 -999.00000 -999.00000
-999 -999 -999     0.28800    4.44000    4.77018 -999.00000 -999.00000
-999 -999 -999     1.41700    4.44000    4.72666 -999.00000 -999.00000
-999 -999 -999     1.65800    4.44000    4.68976 -999.00000 -999.00000
-999 -999 -999    -0.44200    4.44000    4.64621 -999.00000 -999.00000
-999 -999 -999    -0.62900    4.45000    4.59464 -999.00000 -999.00000
-999 -999 -999     2.15800    3.09000    4.55459 -999.00000 -999.00000
-999 -999 -999     4.73700    3.73000    4.53621 -999.00000 -999.00000
-999 -999 -999     4.49200    4.40000    4.52715 -999.00000 -999.00000
-999 -999 -999     3.28300    3.40000    4.51270 -999.00000 -999.00000
-999 -999 -999     4.00000    3.06000    4.49665 -999.00000 -999.00000
-999 -999 -999     2.83300    4.11000    4.47920 -999.00000 -999.00000
-999 -999 -999     3.37900    4.07000    4.45976 -999.00000 -999.00000
-999 -999 -999     4.24600    3.72000    4.44603 -999.00000 -999.00000
-999 -999 -999     0.29600    3.72000    4.42103 -999.00000 -999.00000
-999 -999 -999    -5.09600    3.33000    4.36182 -999.00000 -999.00000
-999 -999 -999    -0.89600    3.33000    4.29994 -999.00000 -999.00000
-999 -999 -999    -2.05000    3.29000    4.25080 -999.00000 -999.00000
1994    1    1    -5.61200 -999.00000    4.18624 -999.00000 -999.00000
1994    1    2   -12.48700 -999.00000    4.08731 -999.00000 -999.00000
1994    1    3    -9.49200 -999.00000    3.97907 -999.00000 -999.00000
1994    1    4    -7.10400 -999.00000    3.89234 -999.00000 -999.00000
1994    1    5   -14.69600 -999.00000    3.78937 -999.00000 -999.00000
1994    1    6   -10.78800 -999.00000    3.67531 -999.00000 -999.00000
1994    1    7    -9.23700 -999.00000    3.58040 -999.00000 -999.00000
1994    1    8    -8.95800 -999.00000    3.49251 -999.00000 -999.00000
1994    1    9   -10.49600 -999.00000    3.40141 -999.00000 -999.00000
1994    1   10    -4.57900 -999.00000    3.32570 -999.00000 -999.00000
1994    1   11    -8.69200 -999.00000    3.25678 -999.00000 -999.00000
1994    1   12    -8.06700 -999.00000    3.17714 -999.00000 -999.00000
